source	target	weight	module1	module2
C1QA	DOK2	0.9405790914305404	turquoise	turquoise
EVI2A	EVI2B	0.940569496460119	turquoise	turquoise
FCRL5	IGKJ1	0.9405598503635089	turquoise	turquoise
IGHV3-23	IGKV1-5	0.9405400998375538	turquoise	turquoise
CSAG4	MAGEA12	0.9405225797491666	lightcyan	lightcyan
MS4A6A	SLA	0.9404771241902946	turquoise	turquoise
LCP2	PLEK	0.9404417528140524	turquoise	turquoise
ITGB2	LAPTM5	0.9403685017833617	turquoise	turquoise
AC244102.4	MAGEA6	0.9403643565357137	lightcyan	lightcyan
TRHDE	TRHDE-AS1	0.9403619216956244	yellow	yellow
DOK2	HAVCR2	0.9402677465444007	turquoise	turquoise
IGHV3-23	IGLV3-1	0.9402368476355312	turquoise	turquoise
CD27	P2RY10	0.9402178111382515	turquoise	turquoise
SELPLG	SPI1	0.9402133962373409	turquoise	turquoise
CD74	HLA-DPA1	0.9401945438743349	turquoise	turquoise
CD79A	FAM30A	0.9401915967214223	turquoise	turquoise
IGHG1	IGKV3-20	0.940150624977234	turquoise	turquoise
IGHG1	IGKV3-11	0.9400618455129758	turquoise	turquoise
MS4A6A	NCKAP1L	0.9400209132248964	turquoise	turquoise
PDLIM3	TAGLN	0.9399946610743043	blue	blue
IGHG1	IGKV1-5	0.9399545553679653	turquoise	turquoise
FCER1G	SIGLEC9	0.9399462648578025	turquoise	turquoise
BTK	PLEK	0.9399393486797761	turquoise	turquoise
HAVCR2	NFAM1	0.9399100444931744	turquoise	turquoise
ACTA2	KCNMB1	0.9399055574876629	blue	blue
IGKV3-11	IGLV3-1	0.9398661691195203	turquoise	turquoise
CD34	CDH5	0.9398639144123513	blue	blue
TBC1D27P	TNFRSF13B	0.939834599162928	turquoise	turquoise
C3AR1	LILRB4	0.9398289997902376	turquoise	turquoise
RHOH	SLAMF1	0.9397974592598388	turquoise	turquoise
GPR65	SNX20	0.9397614684601502	turquoise	turquoise
CD48	TBC1D10C	0.9397614204819291	turquoise	turquoise
CD52	SASH3	0.9397605184647511	turquoise	turquoise
KDM5D	NLGN4Y	0.939758258518836	bisque4	bisque4
AL627309.6	AL627309.7	0.9397498404621399	grey60	grey60
FCRL5	TNFRSF17	0.9397379784749275	turquoise	turquoise
SASH3	TRAC	0.9396782128055426	turquoise	turquoise
DOK2	TNFAIP8L2	0.9396477587671646	turquoise	turquoise
CYBB	GPR65	0.93964606585859	turquoise	turquoise
IGHA1	JCHAIN	0.9396382248382001	turquoise	turquoise
DPP10	DPP10-AS1	0.9395649947514173	brown	brown
LILRB1	SCIMP	0.9394791286909483	turquoise	turquoise
EVX1	EVX1-AS	0.939476898924219	yellow	yellow
CYTH4	LAIR1	0.9394170702815016	turquoise	turquoise
LRRC25	SIGLEC9	0.9394061150078201	turquoise	turquoise
ITGAL	P2RY10	0.9393885676069226	turquoise	turquoise
C3AR1	NFAM1	0.9393865632021743	turquoise	turquoise
CYBB	PTPRC	0.9393670055930358	turquoise	turquoise
CNN1	KCNMB1	0.9393153486332493	blue	blue
IGHG1	IGHG3	0.9393096022470335	turquoise	turquoise
JCHAIN	MZB1	0.9392667149884967	turquoise	turquoise
IL10RA	NCKAP1L	0.9392429168482779	turquoise	turquoise
CXCL10	CXCL11	0.9392415567960692	turquoise	turquoise
AP001628.2	LINC01668	0.9392215775684412	yellow	yellow
PDCD1	TRAC	0.9392176803764999	turquoise	turquoise
KDM5D	UTY	0.9391465870342283	bisque4	bisque4
AP003071.4	MRGPRF	0.9391326612008419	blue	blue
CD2	CXCR3	0.9391263835273121	turquoise	turquoise
AC090559.1	CD84	0.9390771950401586	turquoise	turquoise
CD2	SLA2	0.9390755812351574	turquoise	turquoise
PLEK	WAS	0.9390555184574118	turquoise	turquoise
MNDA	SPI1	0.9390244237650661	turquoise	turquoise
CD53	SELPLG	0.9389687395792198	turquoise	turquoise
ANXA2	ANXA2P2	0.9389493125907513	green	green
IL21R	TRAC	0.9389474499713483	turquoise	turquoise
PTPRC	WDFY4	0.9389370471303794	turquoise	turquoise
CD3E	RHOH	0.9389047820434704	turquoise	turquoise
ITGAL	TRBC1	0.9388280154204939	turquoise	turquoise
C3AR1	SELPLG	0.9388277165025025	turquoise	turquoise
MS4A6A	SELPLG	0.9388135051770039	turquoise	turquoise
ACTC1	DES	0.9387746872968048	blue	blue
EVI2A	RNASE6	0.9386772472461903	turquoise	turquoise
AOAH	CYBB	0.9386381150008608	turquoise	turquoise
DOK2	LILRB2	0.9386307640523509	turquoise	turquoise
PLEK	SCIMP	0.9385768017931782	turquoise	turquoise
CD53	DOK2	0.9385588891112081	turquoise	turquoise
COL1A2	COL6A3	0.9385569681311459	blue	blue
C3AR1	VSIG4	0.9385213420968658	turquoise	turquoise
SCIMP	WAS	0.9385124033632007	turquoise	turquoise
DIPK2B	RHOJ	0.9384675713604517	blue	blue
NCKAP1L	SASH3	0.9384588040548505	turquoise	turquoise
C1orf162	SPI1	0.9384361077433697	turquoise	turquoise
SH2D1A	UBASH3A	0.9384070471289447	turquoise	turquoise
CD53	WDFY4	0.9383857553537892	turquoise	turquoise
CD84	NFAM1	0.9383767550287353	turquoise	turquoise
IGKV1-5	MZB1	0.9383737940282655	turquoise	turquoise
CD84	MS4A6A	0.9383645163752442	turquoise	turquoise
CYBB	IL10RA	0.9383325662635811	turquoise	turquoise
B3GALT5	B3GALT5-AS1	0.9382729573854921	red	red
AL135878.1	LINC02327	0.9382712786839855	lightcyan	lightcyan
FAM30A	FCRL2	0.9382589588210084	turquoise	turquoise
LILRB4	TYROBP	0.9382480583157556	turquoise	turquoise
GPR171	ITK	0.9381073740750412	turquoise	turquoise
RASAL3	SASH3	0.9381016860835856	turquoise	turquoise
LILRB4	SPI1	0.9381015417125627	turquoise	turquoise
SASH3	SPN	0.9380313618896982	turquoise	turquoise
ADIPOQ	TRARG1	0.9380079768903786	turquoise	turquoise
FCGR1A	LAIR1	0.9379777175732892	turquoise	turquoise
AP000547.3	TPTEP1	0.9379717698862005	red	red
LILRB2	LILRB3	0.9379682639097373	turquoise	turquoise
GPR174	SH2D1A	0.9379351326839894	turquoise	turquoise
AC091544.2	AC091544.4	0.9378837985424529	yellow	yellow
IL21R	ITGAL	0.9378685280151862	turquoise	turquoise
AOAH	ITGB2	0.9378152613842038	turquoise	turquoise
CXorf21	CYBB	0.9377882221557086	turquoise	turquoise
BTK	IL10RA	0.9377821033582776	turquoise	turquoise
CD163	LAIR1	0.9377696230857301	turquoise	turquoise
MPEG1	NCKAP1L	0.9377624860419803	turquoise	turquoise
P2RY10	SLAMF1	0.9377584396370976	turquoise	turquoise
AL445647.1	MIR4500HG	0.937741678884294	steelblue	steelblue
AOAH	C3AR1	0.9376686615983555	turquoise	turquoise
CD2	SPN	0.9376580047052893	turquoise	turquoise
SH2D1A	SLAMF6	0.9376196757854897	turquoise	turquoise
C1orf162	TYROBP	0.9375984114726664	turquoise	turquoise
IGHV3-11	IGKV1-5	0.9375619655504185	turquoise	turquoise
CYTH4	SELPLG	0.9374985333080145	turquoise	turquoise
SLAMF6	TRBC1	0.9374615714718169	turquoise	turquoise
FCRL2	MS4A1	0.9374518915467339	turquoise	turquoise
GZMA	NKG7	0.9374413079372146	turquoise	turquoise
LAIR1	SLA	0.9374401458631226	turquoise	turquoise
FAM30A	FCRL5	0.9374367852276352	turquoise	turquoise
TXLNGY	UTY	0.9373866579729284	bisque4	bisque4
CMA1	CTSG	0.9373758098081354	blue	blue
SASH3	SPI1	0.937355725111403	turquoise	turquoise
LCP2	LILRB1	0.9373371345771827	turquoise	turquoise
C1orf162	LAIR1	0.9373208483251154	turquoise	turquoise
CD3G	SLA2	0.9373164301293382	turquoise	turquoise
C3AR1	MS4A4A	0.9372555466415257	turquoise	turquoise
IGLC2	IGLV3-21	0.9372548510229881	turquoise	turquoise
PTPN7	TRAC	0.9372180030490722	turquoise	turquoise
C3AR1	MNDA	0.9371679217308106	turquoise	turquoise
AOAH	LAIR1	0.9371633951465943	turquoise	turquoise
C1QC	LRRC25	0.93716236463245	turquoise	turquoise
IL21R	PDCD1	0.9371586514643774	turquoise	turquoise
LAIR1	SLCO2B1	0.9371129854991365	turquoise	turquoise
AIF1	AOAH	0.9370933099633698	turquoise	turquoise
IL21R	PLEK	0.9370728796892538	turquoise	turquoise
C1orf162	RNASE6	0.9370564701021213	turquoise	turquoise
TRAT1	ZNF831	0.9370429728149657	turquoise	turquoise
CYBB	LCP2	0.9370401998466428	turquoise	turquoise
MPEG1	PLEK	0.9370317643759276	turquoise	turquoise
P2RY10	SASH3	0.937016360406381	turquoise	turquoise
C3AR1	CD53	0.936977087283395	turquoise	turquoise
CD3E	IL21R	0.9369501755900231	turquoise	turquoise
CD84	IL10RA	0.9369498387987426	turquoise	turquoise
GZMA	PRF1	0.9369314532204617	turquoise	turquoise
GPR174	TRAT1	0.9369306807328049	turquoise	turquoise
DOK2	LAIR1	0.9369300449752109	turquoise	turquoise
C3AR1	SLA	0.9369295467350459	turquoise	turquoise
AC016730.1	AC073062.1	0.9369269621657217	darkred	darkred
ARHGAP9	CYTH4	0.9368952281897608	turquoise	turquoise
CD53	IL21R	0.9368013561713752	turquoise	turquoise
C3AR1	CD84	0.9367860053715886	turquoise	turquoise
CD300LF	HAVCR2	0.9367701013447006	turquoise	turquoise
IGKC	JCHAIN	0.9367343007419058	turquoise	turquoise
CD53	LILRB4	0.9366837455349835	turquoise	turquoise
LINC00426	SLAMF6	0.9366594929276068	turquoise	turquoise
IGKV3-11	IGKV3-20	0.9366568956159698	turquoise	turquoise
LAIR1	LILRB2	0.9366284920543035	turquoise	turquoise
FCER1G	ITGB2	0.9366239107794592	turquoise	turquoise
FCER2	NIBAN3	0.9365745894550972	turquoise	turquoise
KRT8P11	KRT8P48	0.9365505791693599	lightpink4	lightpink4
CSF1R	ITGB2	0.9365338817655845	turquoise	turquoise
PHF2P2	USP24P1	0.9365266124167366	steelblue	steelblue
ITGAL	PTPN7	0.9365169123829179	turquoise	turquoise
GPR65	MNDA	0.9365041594522201	turquoise	turquoise
GPR65	LAIR1	0.9364754932241472	turquoise	turquoise
AOAH	PLEK	0.9364131498242576	turquoise	turquoise
CD3G	SH2D1A	0.9364029194645588	turquoise	turquoise
CD52	TBC1D10C	0.936383765888288	turquoise	turquoise
TTTY14	TXLNGY	0.9363804778658816	bisque4	bisque4
ITGB2	LILRB4	0.9363783661838988	turquoise	turquoise
COL1A2	SPARC	0.9363556741466912	blue	blue
HAVCR2	SLAMF8	0.9363321161234045	turquoise	turquoise
IGKV1-5	IGLV3-1	0.9362986947611214	turquoise	turquoise
GPR65	IL10RA	0.9362930620020141	turquoise	turquoise
MYH11	SGCA	0.9362671696482705	blue	blue
CMKLR1	SELPLG	0.9362657065850636	turquoise	turquoise
GPR171	SLA2	0.9362643112245901	turquoise	turquoise
TNFAIP8L2	WAS	0.9362276115897976	turquoise	turquoise
ITGAL	RASAL3	0.936164836280857	turquoise	turquoise
AC018553.1	AC018553.2	0.9361568165633235	pink	pink
MS4A6A	NFAM1	0.9360764238307497	turquoise	turquoise
AIF1	CYTH4	0.9360659955003701	turquoise	turquoise
AL359183.1	SLC29A3	0.9360517819924966	yellow	yellow
AC099329.2	ACKR2	0.9359968934535041	magenta	magenta
IGHV3-21	IGHV3-23	0.935975488571046	turquoise	turquoise
IGLC3	MZB1	0.935969205822927	turquoise	turquoise
EVI2A	SLA	0.9359504557771411	turquoise	turquoise
CD37	CD48	0.9358818018823762	turquoise	turquoise
ITGB2	TYROBP	0.9358719260069835	turquoise	turquoise
LAIR1	SELPLG	0.9358484378691034	turquoise	turquoise
CXorf21	GPR65	0.9358414534758881	turquoise	turquoise
GPR65	PLEK	0.9356939545557448	turquoise	turquoise
CTLA4	ICOS	0.9356754124520198	turquoise	turquoise
IKZF1	SASH3	0.935672180084987	turquoise	turquoise
LST1	WAS	0.9356416184467834	turquoise	turquoise
ACTA2	DACT3	0.9356413458179293	blue	blue
CD53	LY86	0.9356219209068148	turquoise	turquoise
BLK	FCRL2	0.9356012191810896	turquoise	turquoise
IGHV4-39	IGKV3-11	0.9355889127217243	turquoise	turquoise
CYBB	HAVCR2	0.9355763743497872	turquoise	turquoise
DACT3	TAGLN	0.9355483190471003	blue	blue
IL10RA	PIK3R5	0.9355382289898344	turquoise	turquoise
LILRB2	TYROBP	0.9355264360205381	turquoise	turquoise
PLEK	SPI1	0.9355124888199634	turquoise	turquoise
CD3G	ITGAL	0.9355022758410505	turquoise	turquoise
BLK	FCRL1	0.9354769078963918	turquoise	turquoise
CD84	MPEG1	0.9354756455449416	turquoise	turquoise
ITGAL	RHOH	0.9353481309132917	turquoise	turquoise
RASAL3	ZAP70	0.9353243270296753	turquoise	turquoise
IGHV3-23	IGKV4-1	0.935306479085488	turquoise	turquoise
BTLA	P2RY10	0.9353064131645983	turquoise	turquoise
CD27	ITGAL	0.9353018550760908	turquoise	turquoise
COL1A1	COL6A3	0.9352957131994047	blue	blue
ITK	UBASH3A	0.9352806275302525	turquoise	turquoise
IL21R	PTPRC	0.9352783331106095	turquoise	turquoise
GIMAP6	GIMAP7	0.9352699067737992	turquoise	turquoise
CD53	PTPN7	0.9352531531270959	turquoise	turquoise
CXorf21	PTPRC	0.9352427132318765	turquoise	turquoise
LILRB1	SASH3	0.9352192744912876	turquoise	turquoise
GVINP1	PTPRC	0.9352016851479034	turquoise	turquoise
LILRB2	TMEM150B	0.935187460003079	turquoise	turquoise
IGKJ1	IGLL5	0.935159004524019	turquoise	turquoise
CNN1	TAGLN	0.935156939479963	blue	blue
CD3E	CD48	0.9351436309035325	turquoise	turquoise
CD84	SLAMF8	0.9351195265905775	turquoise	turquoise
C1QA	FCGR1A	0.9351125101747974	turquoise	turquoise
CD53	HAVCR2	0.9351043500360761	turquoise	turquoise
CD33	MS4A6A	0.9350876363491156	turquoise	turquoise
ACER2	AL158206.1	0.9350823141974972	yellow	yellow
HAVCR2	LCP2	0.9349918764985667	turquoise	turquoise
EVI2B	WAS	0.9349889665134622	turquoise	turquoise
CD33	LAIR1	0.9349439889147738	turquoise	turquoise
IGHV4-39	IGKV3-15	0.9349015445380802	turquoise	turquoise
AC090559.1	NCKAP1L	0.9348993286273476	turquoise	turquoise
EVI2B	IL10RA	0.9348989094565873	turquoise	turquoise
CNN1	PLN	0.9347941732775864	blue	blue
EVI2B	NCKAP1L	0.934730587219656	turquoise	turquoise
KRT17P1	KRT17P6	0.9347066325289075	pink	pink
GPR174	UBASH3A	0.9346925572936448	turquoise	turquoise
BTK	LY86	0.9346863130725616	turquoise	turquoise
SLAMF1	TRAC	0.9346725820820175	turquoise	turquoise
C3AR1	CD33	0.9346651368940045	turquoise	turquoise
HAVCR2	LRRC25	0.9346633907029841	turquoise	turquoise
WNT5A	WNT5A-AS1	0.9346259067885972	grey60	grey60
AIF1	LRRC25	0.934582404003238	turquoise	turquoise
RASAL3	SLAMF6	0.9345712415971915	turquoise	turquoise
CD2	SASH3	0.9345402285751042	turquoise	turquoise
SASH3	TBC1D10C	0.9344913108110642	turquoise	turquoise
IGKV3-11	IGLC3	0.9344562252072987	turquoise	turquoise
IGKV1-5	IGKV3-15	0.9343890654051643	turquoise	turquoise
AC115522.1	LYPD5	0.9343814356060923	tan	tan
SH2D1A	TRAT1	0.9343721858954251	turquoise	turquoise
IL21R	SH2D1A	0.9343567478083659	turquoise	turquoise
P2RY10	PTPRC	0.9343472105330005	turquoise	turquoise
DOK2	ITGB2	0.9342869387893038	turquoise	turquoise
KRTAP5-8	KRTAP5-9	0.9342398492530763	darkred	darkred
CD48	PLEK	0.9342360340338662	turquoise	turquoise
ARHGAP9	RHOH	0.9342093964483233	turquoise	turquoise
PDCD1	PTPN7	0.9341968146365531	turquoise	turquoise
IGKC	IGLV1-40	0.9341191817032755	turquoise	turquoise
IGKV1-5	IGLC2	0.934108887821094	turquoise	turquoise
FCRL5	IGKV3-11	0.9340734636892705	turquoise	turquoise
PSME2	PSME2P2	0.9340703289632052	skyblue3	skyblue3
DOK2	FCER1G	0.934063499284034	turquoise	turquoise
IGHV3-23	IGHV3-7	0.9340334066147986	turquoise	turquoise
CD53	MNDA	0.9339488693843173	turquoise	turquoise
MNDA	TLR8	0.9339418270361001	turquoise	turquoise
RNASE6	SLA	0.9339416300417346	turquoise	turquoise
GJB3	GJB5	0.933914942767943	tan	tan
IKZF1	ITK	0.933894815611074	turquoise	turquoise
IGHV3-7	IGKV4-1	0.9338929402638668	turquoise	turquoise
C1QC	FCGR1A	0.9338925656603088	turquoise	turquoise
NFAM1	TLR8	0.9338293249403439	turquoise	turquoise
IGKV3-20	IGLC2	0.9338213755020922	turquoise	turquoise
SPN	TRAC	0.9337801382725646	turquoise	turquoise
AC115223.1	RPL6	0.9337215203279366	saddlebrown	saddlebrown
NCKAP1L	PLEK	0.9337017426871136	turquoise	turquoise
NKG7	SLA2	0.9336935184434524	turquoise	turquoise
AOAH	RNASE6	0.9336770459643927	turquoise	turquoise
IGHV4-39	IGKC	0.9336688125534957	turquoise	turquoise
EVI2B	SLA	0.9336528754109181	turquoise	turquoise
CYBB	LILRB1	0.933630516932497	turquoise	turquoise
ITK	TRAT1	0.9336224079429801	turquoise	turquoise
RNASE6	SELPLG	0.9335983965280682	turquoise	turquoise
C1QA	LST1	0.9335531492008293	turquoise	turquoise
ITK	SPN	0.9335508651329376	turquoise	turquoise
IGHG1	IGHV3-23	0.9334696337046541	turquoise	turquoise
LRRC25	MS4A6A	0.9334241965772982	turquoise	turquoise
IL21R	UBASH3A	0.9333833585710787	turquoise	turquoise
LHX1	LHX1-DT	0.9333259493578502	darkred	darkred
AOAH	C1QA	0.933321012530576	turquoise	turquoise
AL122126.1	LINC02327	0.9333134959312608	lightcyan	lightcyan
MT-ATP6	MT-CYB	0.9332962666803584	ivory	ivory
CD37	SASH3	0.9332855751401661	turquoise	turquoise
KRT8P11	KRT8P8	0.9332678242330312	lightpink4	lightpink4
LCP2	MNDA	0.933265961888308	turquoise	turquoise
GPR174	GVINP1	0.9332541009394163	turquoise	turquoise
AC090559.1	MNDA	0.9332499782672886	turquoise	turquoise
CSAG1	MAGEA12	0.9332105904761715	lightcyan	lightcyan
CYTH4	GPR65	0.9332017210212326	turquoise	turquoise
DOK2	MS4A6A	0.9331729192060189	turquoise	turquoise
CD53	SLAMF6	0.9331700493638809	turquoise	turquoise
MPEG1	TLR8	0.9331667126666354	turquoise	turquoise
C1QC	LILRB2	0.933164469514185	turquoise	turquoise
DDX3Y	RPS4Y1	0.9331616381181893	bisque4	bisque4
LINC01518	VN1R54P	0.9331550830704575	tan	tan
ACTG2	TAGLN	0.9331380222356345	blue	blue
KRT8P45	KRT8P8	0.933124551087904	lightpink4	lightpink4
AC103808.3	LINC01893	0.9330821099886496	lightcyan	lightcyan
SPRR2A	SPRR2D	0.9330364249988689	pink	pink
CD3E	PTPRC	0.9330290201690016	turquoise	turquoise
ITGB2	SLA	0.933024341206107	turquoise	turquoise
DOCK2	PIK3R5	0.9329890982155136	turquoise	turquoise
CD48	SH2D1A	0.9329872633703636	turquoise	turquoise
LAIR1	TLR8	0.9329718688160533	turquoise	turquoise
IL10RA	SELPLG	0.9329714592231982	turquoise	turquoise
P2RY10	RHOH	0.9329467480511606	turquoise	turquoise
IKZF1	SLAMF6	0.9329277000015541	turquoise	turquoise
SASH3	TNFAIP8L2	0.932905904986623	turquoise	turquoise
P2RY10	UBASH3A	0.9328885546291389	turquoise	turquoise
GPR174	SPN	0.9328319465905045	turquoise	turquoise
FCER1G	LILRB4	0.9328310670351622	turquoise	turquoise
LILRB1	WAS	0.9328210458579251	turquoise	turquoise
IRF4	P2RY10	0.9327602598413233	turquoise	turquoise
LST1	SELPLG	0.9327203165981822	turquoise	turquoise
C1QB	FCGR1A	0.9327148141472891	turquoise	turquoise
AL021807.1	H2BC11	0.9327017592377	lightsteelblue1	lightsteelblue1
CD27	SH2D1A	0.9326609541206976	turquoise	turquoise
AOAH	SPI1	0.932576517232012	turquoise	turquoise
SLAMF6	TRAC	0.9325085790939541	turquoise	turquoise
CYTH4	WAS	0.9324897052910789	turquoise	turquoise
AP000997.2	AP000997.3	0.9324843058763106	lightcyan1	lightcyan1
AC090559.1	LAIR1	0.9324434428298874	turquoise	turquoise
CD52	SLAMF1	0.9324430624455476	turquoise	turquoise
C1QC	ITGB2	0.9324226195502121	turquoise	turquoise
ARHGAP9	LST1	0.932397416179485	turquoise	turquoise
TBC1D10C	UBASH3A	0.9323962645945718	turquoise	turquoise
ITK	TRAC	0.9323864711824165	turquoise	turquoise
SPI1	WAS	0.932361362597889	turquoise	turquoise
LAIR1	PLEK	0.9323195871507692	turquoise	turquoise
ARHGAP9	LAT2	0.9323028602469337	turquoise	turquoise
LCP2	SLA	0.9322657338935474	turquoise	turquoise
CD3G	P2RY10	0.9321360452434697	turquoise	turquoise
DTX3L	PARP9	0.9321189213809701	skyblue3	skyblue3
IGHG1	IGLC3	0.9320985397408258	turquoise	turquoise
AOAH	C1QB	0.9320770214989437	turquoise	turquoise
CYBB	NCKAP1L	0.9320703532878681	turquoise	turquoise
SELPLG	TYROBP	0.9320537639267418	turquoise	turquoise
LAIR1	LILRB1	0.9319202031069335	turquoise	turquoise
CD53	RHOH	0.9318859134280162	turquoise	turquoise
AC090559.1	MPEG1	0.9318760928484989	turquoise	turquoise
CYBB	SLA	0.9318715284977288	turquoise	turquoise
PLEK	TLR8	0.9318687695362771	turquoise	turquoise
IGLV2-14	IGLV2-23	0.9318616582532845	turquoise	turquoise
PARVG	WAS	0.9318551145650333	turquoise	turquoise
AIF1	CD53	0.9318516225427854	turquoise	turquoise
FCGR1A	FCGR1B	0.9318095973826949	turquoise	turquoise
CD5	P2RY10	0.9317020857042317	turquoise	turquoise
LAIR1	SIGLEC9	0.9316768857266728	turquoise	turquoise
CD14	LRRC25	0.9316577451455815	turquoise	turquoise
BIN2	BTK	0.9316502506088747	turquoise	turquoise
EVI2A	SELPLG	0.9316387224971802	turquoise	turquoise
CD2	GPR174	0.9316049479736778	turquoise	turquoise
CLEC14A	EMCN	0.9315805835274424	blue	blue
P2RY10	SPN	0.9315606682650841	turquoise	turquoise
CD34	CLEC14A	0.9315480312895805	blue	blue
SPRR2D	SPRR2E	0.9315021932278353	pink	pink
CD14	TYROBP	0.9314916000945368	turquoise	turquoise
CD3E	CXCR3	0.9314879948824218	turquoise	turquoise
LCP2	SPI1	0.9314566045664805	turquoise	turquoise
AC091563.1	DEPTOR	0.9314350539094877	yellow	yellow
NKG7	PDCD1	0.9314295093697476	turquoise	turquoise
C1orf162	LST1	0.9312913218585215	turquoise	turquoise
CD74	HLA-DPB1	0.9312714554586348	turquoise	turquoise
HAND2	HAND2-AS1	0.931266238684076	blue	blue
C1QA	RNASE6	0.9312581039910596	turquoise	turquoise
GPR65	TNFAIP8L2	0.9312505598155496	turquoise	turquoise
AC002059.1	RASL10A	0.931247563697039	yellow	yellow
ITGB2	NFAM1	0.9312452649968446	turquoise	turquoise
AL355516.1	CENPIP1	0.9312369267144346	steelblue	steelblue
CD48	IL10RA	0.9312108707355039	turquoise	turquoise
C1QA	C1orf162	0.9311921155879739	turquoise	turquoise
IRF8	SASH3	0.9311681873124203	turquoise	turquoise
CD3D	TRAC	0.9311496956541926	turquoise	turquoise
CD53	NCF1	0.9311414133228213	turquoise	turquoise
SH2D1A	TRBC1	0.9311252644536098	turquoise	turquoise
IL10RA	PTPRC	0.9311195094809981	turquoise	turquoise
AOAH	LILRB4	0.9310913999030651	turquoise	turquoise
IGHV3-30	IGKC	0.9310879772870665	turquoise	turquoise
IGKV1-5	IGLV1-44	0.9310755775789321	turquoise	turquoise
DOK2	LST1	0.9310568495286963	turquoise	turquoise
CD33	SPI1	0.9310325011027131	turquoise	turquoise
FGL2	NCKAP1L	0.9310143009310194	turquoise	turquoise
C3AR1	RNASE6	0.9309936745556598	turquoise	turquoise
ARHGAP9	TNFAIP8L2	0.9309736602744225	turquoise	turquoise
DUOX2	DUOXA2	0.9309394538352865	tan	tan
CD27	TBC1D10C	0.9309331516502605	turquoise	turquoise
C3AR1	MPEG1	0.9309276974459829	turquoise	turquoise
FCRL2	TNFRSF13B	0.9309172078148706	turquoise	turquoise
CD84	LILRB4	0.9308921115033896	turquoise	turquoise
DOK2	TMEM150B	0.9308874200827123	turquoise	turquoise
ANXA8	ANXA8L1	0.9308702724659265	tan	tan
ITGAL	SLAMF1	0.9308183078722819	turquoise	turquoise
CD53	IKZF1	0.9307962841725718	turquoise	turquoise
IL21R	WAS	0.9307922319633035	turquoise	turquoise
AC090559.1	AOAH	0.930787027764946	turquoise	turquoise
PTPN7	RHOH	0.9307256560315149	turquoise	turquoise
AIF1	SLA	0.9307154546017984	turquoise	turquoise
LAIR1	VSIG4	0.9306498764069	turquoise	turquoise
HEPH	IRAG1	0.9305813026788062	blue	blue
SIGLEC9	SPI1	0.9305272153218748	turquoise	turquoise
CLEC14A	TIE1	0.9305026225850339	blue	blue
CD37	CD53	0.9304527402937336	turquoise	turquoise
CD48	PTPRC	0.9304412528075673	turquoise	turquoise
ADAMTS2	COL1A1	0.9304338440058056	blue	blue
IGHV3-23	IGLC2	0.9304263470299058	turquoise	turquoise
EVI2B	SLAMF6	0.9304064934693045	turquoise	turquoise
GPR65	LCP2	0.9303869560845465	turquoise	turquoise
RASAL3	SLAMF1	0.9303807818455977	turquoise	turquoise
CD53	TNFAIP8L2	0.9303801960919438	turquoise	turquoise
CD163	MS4A6A	0.9303661828713337	turquoise	turquoise
ITK	SLAMF1	0.9303508357108855	turquoise	turquoise
IGKV3-11	IGLV1-44	0.9303415560890723	turquoise	turquoise
IGLC2	IGLV2-23	0.9303213902657022	turquoise	turquoise
C1QB	DOK2	0.9303068828200985	turquoise	turquoise
CMKLR1	MS4A6A	0.9302918297562658	turquoise	turquoise
TBX2	TBX2-AS1	0.9302762855609491	yellow	yellow
FCGR1A	HAVCR2	0.9302505146670415	turquoise	turquoise
ARHGAP9	CD48	0.930236052483105	turquoise	turquoise
BUB1B	KNL1	0.9302045515105516	red	red
GPR174	SLAMF6	0.9301808533200662	turquoise	turquoise
CD52	EVI2B	0.9301757391526779	turquoise	turquoise
KCNMB1	TAGLN	0.9301739899708207	blue	blue
ADGRL4	CDH5	0.9301276659275818	blue	blue
SCIMP	WDFY4	0.93008700686938794	turquoise	turquoise
LILRB4	PLEK	0.9300630346377705	turquoise	turquoise
GPR65	ITGB2	0.9300611603049029	turquoise	turquoise
ARHGAP9	EVI2B	0.9300396319080989	turquoise	turquoise
ACTA2	IRAG1	0.9300377044429595	blue	blue
SCML4	TRAT1	0.9300357503551242	turquoise	turquoise
CD48	ZNF831	0.9300220787731894	turquoise	turquoise
COL1A2	COL5A1	0.9300140791601074	blue	blue
PDCD1	SLA2	0.9300022273821408	turquoise	turquoise
CD3E	TRAT1	0.9299948089875149	turquoise	turquoise
DIPK2B	EMCN	0.9299740697049311	blue	blue
EIF1AY	NLGN4Y	0.9299678987609074	bisque4	bisque4
CSDC2	PDLIM3	0.9299625637728929	blue	blue
CD48	CXorf21	0.9299487995258393	turquoise	turquoise
CD3E	SIRPG	0.9299480377390856	turquoise	turquoise
MPEG1	RNASE6	0.929897380667366	turquoise	turquoise
EVI2B	LAPTM5	0.9298912116784153	turquoise	turquoise
AC007342.4	AC007342.9	0.9298613514105147	tan	tan
SIGLEC7	SIGLEC9	0.9298606232891456	turquoise	turquoise
HLA-DRA	HLA-DRB1	0.9298490661259161	turquoise	turquoise
MYO1F	SELPLG	0.929758514673234	turquoise	turquoise
TNFAIP8L2	TYROBP	0.9297558844861329	turquoise	turquoise
CD33	CYBB	0.9297544484510006	turquoise	turquoise
AC007686.1	RN7SL356P	0.9296949523580648	grey	grey
