gene1,gene2,correlation,project_id,project_name,grid_position
CLPX,HSPB1,-0.4721158528649736,TCGA-MESO,Mesothelioma,10
CLPX,HSPB7,0.22300938720178348,TCGA-MESO,Mesothelioma,10
CLPX,HSPB8,0.17370202868142331,TCGA-MESO,Mesothelioma,10
CLPX,HSPD1,0.2903031878085063,TCGA-MESO,Mesothelioma,10
CLPX,HSPE1,-0.47710804435515936,TCGA-MESO,Mesothelioma,10
CLPX,SDHAF1,-0.1633082389720133,TCGA-MESO,Mesothelioma,10
CLPX,TRAP1,0.34318159622485894,TCGA-MESO,Mesothelioma,10
CRYAB,CCT6A,-0.2878624217024945,TCGA-MESO,Mesothelioma,10
CRYAB,CLPX,-0.06975535053322614,TCGA-MESO,Mesothelioma,10
CRYAB,CRYAB,1,TCGA-MESO,Mesothelioma,10
CRYAB,DNAJA3,-0.16924940352972806,TCGA-MESO,Mesothelioma,10
CRYAB,DNAJB2,0.32325254864621333,TCGA-MESO,Mesothelioma,10
CRYAB,DNAJB6,-0.2005143498562957,TCGA-MESO,Mesothelioma,10
CRYAB,DNAJC15,0.1744532692169731,TCGA-MESO,Mesothelioma,10
CRYAB,DNAJC19,0.17023700080151233,TCGA-MESO,Mesothelioma,10
CRYAB,DNLZ,-0.1673977445481914,TCGA-MESO,Mesothelioma,10
CRYAB,GRPEL1,-0.23157556580297808,TCGA-MESO,Mesothelioma,10
CRYAB,GRPEL2,-0.025992180771208694,TCGA-MESO,Mesothelioma,10
CRYAB,HSCB,0.05435480318100694,TCGA-MESO,Mesothelioma,10
CRYAB,HSP90AA1,-0.4041371024415981,TCGA-MESO,Mesothelioma,10
CRYAB,HSP90AB1,-0.09527476511929722,TCGA-MESO,Mesothelioma,10
CRYAB,HSPA9,-0.31424592947573854,TCGA-MESO,Mesothelioma,10
CRYAB,HSPB1,0.20710206366828263,TCGA-MESO,Mesothelioma,10
CRYAB,HSPB7,0.3989828321891875,TCGA-MESO,Mesothelioma,10
CRYAB,HSPB8,0.17790588319405248,TCGA-MESO,Mesothelioma,10
CRYAB,HSPD1,-0.35155841265579607,TCGA-MESO,Mesothelioma,10
CRYAB,HSPE1,0.08944091661669147,TCGA-MESO,Mesothelioma,10
CRYAB,SDHAF1,0.2061129646193577,TCGA-MESO,Mesothelioma,10
CRYAB,TRAP1,-0.1831156018080395,TCGA-MESO,Mesothelioma,10
DNAJA3,CCT6A,0.24444949431058705,TCGA-MESO,Mesothelioma,10
DNAJA3,CLPX,0.17640639405420816,TCGA-MESO,Mesothelioma,10
DNAJA3,CRYAB,-0.16924940352972806,TCGA-MESO,Mesothelioma,10
DNAJA3,DNAJA3,1,TCGA-MESO,Mesothelioma,10
DNAJA3,DNAJB2,-0.20937470129076285,TCGA-MESO,Mesothelioma,10
DNAJA3,DNAJB6,0.12633513952918024,TCGA-MESO,Mesothelioma,10
DNAJA3,DNAJC15,-0.32819444228738237,TCGA-MESO,Mesothelioma,10
DNAJA3,DNAJC19,0.2354257607238508,TCGA-MESO,Mesothelioma,10
DNAJA3,DNLZ,-0.20135088192498912,TCGA-MESO,Mesothelioma,10
DNAJA3,GRPEL1,-0.16106105717473088,TCGA-MESO,Mesothelioma,10
DNAJA3,GRPEL2,-0.1942060825954524,TCGA-MESO,Mesothelioma,10
DNAJA3,HSCB,-0.41514411747925783,TCGA-MESO,Mesothelioma,10
DNAJA3,HSP90AA1,0.09142722558142323,TCGA-MESO,Mesothelioma,10
DNAJA3,HSP90AB1,0.11872988076419053,TCGA-MESO,Mesothelioma,10
DNAJA3,HSPA9,0.20862706130841463,TCGA-MESO,Mesothelioma,10
DNAJA3,HSPB1,-0.1651889370152949,TCGA-MESO,Mesothelioma,10
DNAJA3,HSPB7,-0.05654030533670845,TCGA-MESO,Mesothelioma,10
DNAJA3,HSPB8,-0.14896004233735433,TCGA-MESO,Mesothelioma,10
DNAJA3,HSPD1,0.3197051577506953,TCGA-MESO,Mesothelioma,10
DNAJA3,HSPE1,-0.23338739845799117,TCGA-MESO,Mesothelioma,10
DNAJA3,SDHAF1,-0.2720198651376432,TCGA-MESO,Mesothelioma,10
DNAJA3,TRAP1,0.7017912899251376,TCGA-MESO,Mesothelioma,10
DNAJB2,CCT6A,-0.2544872362170853,TCGA-MESO,Mesothelioma,10
DNAJB2,CLPX,-0.1377156859510207,TCGA-MESO,Mesothelioma,10
DNAJB2,CRYAB,0.32325254864621333,TCGA-MESO,Mesothelioma,10
DNAJB2,DNAJA3,-0.20937470129076285,TCGA-MESO,Mesothelioma,10
DNAJB2,DNAJB2,1,TCGA-MESO,Mesothelioma,10
DNAJB2,DNAJB6,0.013407784688305018,TCGA-MESO,Mesothelioma,10
DNAJB2,DNAJC15,-0.08154338179701039,TCGA-MESO,Mesothelioma,10
DNAJB2,DNAJC19,-0.12463862409870555,TCGA-MESO,Mesothelioma,10
DNAJB2,DNLZ,0.17728109286988494,TCGA-MESO,Mesothelioma,10
DNAJB2,GRPEL1,-0.030179345353321178,TCGA-MESO,Mesothelioma,10
DNAJB2,GRPEL2,-0.012996594178381705,TCGA-MESO,Mesothelioma,10
DNAJB2,HSCB,0.24897849529801588,TCGA-MESO,Mesothelioma,10
DNAJB2,HSP90AA1,-0.14181264388460102,TCGA-MESO,Mesothelioma,10
DNAJB2,HSP90AB1,-0.13240767292461572,TCGA-MESO,Mesothelioma,10
DNAJB2,HSPA9,-0.3084637498179365,TCGA-MESO,Mesothelioma,10
DNAJB2,HSPB1,0.2275405078572081,TCGA-MESO,Mesothelioma,10
DNAJB2,HSPB7,0.2402944001088546,TCGA-MESO,Mesothelioma,10
DNAJB2,HSPB8,-0.002089423401925063,TCGA-MESO,Mesothelioma,10
DNAJB2,HSPD1,-0.3356698290605279,TCGA-MESO,Mesothelioma,10
DNAJB2,HSPE1,0.11478928756122087,TCGA-MESO,Mesothelioma,10
DNAJB2,SDHAF1,0.40165749257914257,TCGA-MESO,Mesothelioma,10
DNAJB2,TRAP1,-0.38436919313032497,TCGA-MESO,Mesothelioma,10
DNAJB6,CCT6A,0.42321888604452296,TCGA-MESO,Mesothelioma,10
DNAJB6,CLPX,0.18186904525433412,TCGA-MESO,Mesothelioma,10
DNAJB6,CRYAB,-0.2005143498562957,TCGA-MESO,Mesothelioma,10
DNAJB6,DNAJA3,0.12633513952918024,TCGA-MESO,Mesothelioma,10
DNAJB6,DNAJB2,0.013407784688305018,TCGA-MESO,Mesothelioma,10
DNAJB6,DNAJB6,1,TCGA-MESO,Mesothelioma,10
DNAJB6,DNAJC15,-0.02666311195896034,TCGA-MESO,Mesothelioma,10
DNAJB6,DNAJC19,-0.13367399162521854,TCGA-MESO,Mesothelioma,10
DNAJB6,DNLZ,0.17343072673576002,TCGA-MESO,Mesothelioma,10
DNAJB6,GRPEL1,-0.23811911552227508,TCGA-MESO,Mesothelioma,10
DNAJB6,GRPEL2,0.15918521072719197,TCGA-MESO,Mesothelioma,10
DNAJB6,HSCB,-0.10945691607540912,TCGA-MESO,Mesothelioma,10
DNAJB6,HSP90AA1,0.17218668887577537,TCGA-MESO,Mesothelioma,10
DNAJB6,HSP90AB1,0.28092825515827546,TCGA-MESO,Mesothelioma,10
DNAJB6,HSPA9,0.010958435610103873,TCGA-MESO,Mesothelioma,10
DNAJB6,HSPB1,-0.15133996874450864,TCGA-MESO,Mesothelioma,10
DNAJB6,HSPB7,-0.17373735708396582,TCGA-MESO,Mesothelioma,10
DNAJB6,HSPB8,0.004876490871299385,TCGA-MESO,Mesothelioma,10
DNAJB6,HSPD1,-0.004514856788384862,TCGA-MESO,Mesothelioma,10
DNAJB6,HSPE1,-0.3225310807270747,TCGA-MESO,Mesothelioma,10
DNAJB6,SDHAF1,-0.2522687091732302,TCGA-MESO,Mesothelioma,10
DNAJB6,TRAP1,0.21127058153145664,TCGA-MESO,Mesothelioma,10
DNAJC15,CCT6A,-0.08382546086220999,TCGA-MESO,Mesothelioma,10
DNAJC15,CLPX,-0.15158395267023778,TCGA-MESO,Mesothelioma,10
DNAJC15,CRYAB,0.1744532692169731,TCGA-MESO,Mesothelioma,10
DNAJC15,DNAJA3,-0.32819444228738237,TCGA-MESO,Mesothelioma,10
DNAJC15,DNAJB2,-0.08154338179701039,TCGA-MESO,Mesothelioma,10
DNAJC15,DNAJB6,-0.02666311195896034,TCGA-MESO,Mesothelioma,10
DNAJC15,DNAJC15,1,TCGA-MESO,Mesothelioma,10
DNAJC15,DNAJC19,-0.08184293723095797,TCGA-MESO,Mesothelioma,10
DNAJC15,DNLZ,0.2863776760546462,TCGA-MESO,Mesothelioma,10
DNAJC15,GRPEL1,0.08742770105651664,TCGA-MESO,Mesothelioma,10
DNAJC15,GRPEL2,0.11797016622994157,TCGA-MESO,Mesothelioma,10
DNAJC15,HSCB,0.269377602045311,TCGA-MESO,Mesothelioma,10
DNAJC15,HSP90AA1,-0.05922813159626761,TCGA-MESO,Mesothelioma,10
DNAJC15,HSP90AB1,-0.03563168382674901,TCGA-MESO,Mesothelioma,10
DNAJC15,HSPA9,-0.13088542834062472,TCGA-MESO,Mesothelioma,10
DNAJC15,HSPB1,0.007389104474547358,TCGA-MESO,Mesothelioma,10
DNAJC15,HSPB7,-0.057027952684119365,TCGA-MESO,Mesothelioma,10
DNAJC15,HSPB8,0.026459036826112777,TCGA-MESO,Mesothelioma,10
DNAJC15,HSPD1,-0.2276883434007557,TCGA-MESO,Mesothelioma,10
DNAJC15,HSPE1,0.13182131307047926,TCGA-MESO,Mesothelioma,10
DNAJC15,SDHAF1,0.1471139705211167,TCGA-MESO,Mesothelioma,10
DNAJC15,TRAP1,-0.2813370864028819,TCGA-MESO,Mesothelioma,10
DNAJC19,CCT6A,-0.26739800459133245,TCGA-MESO,Mesothelioma,10
DNAJC19,CLPX,-0.011556101102667258,TCGA-MESO,Mesothelioma,10
DNAJC19,CRYAB,0.17023700080151233,TCGA-MESO,Mesothelioma,10
DNAJC19,DNAJA3,0.2354257607238508,TCGA-MESO,Mesothelioma,10
DNAJC19,DNAJB2,-0.12463862409870555,TCGA-MESO,Mesothelioma,10
DNAJC19,DNAJB6,-0.13367399162521854,TCGA-MESO,Mesothelioma,10
DNAJC19,DNAJC15,-0.08184293723095797,TCGA-MESO,Mesothelioma,10
DNAJC19,DNAJC19,1,TCGA-MESO,Mesothelioma,10
DNAJC19,DNLZ,-0.23685082673183272,TCGA-MESO,Mesothelioma,10
DNAJC19,GRPEL1,-0.03085229923628549,TCGA-MESO,Mesothelioma,10
DNAJC19,GRPEL2,-0.3304479488841325,TCGA-MESO,Mesothelioma,10
DNAJC19,HSCB,-0.04491615682510737,TCGA-MESO,Mesothelioma,10
DNAJC19,HSP90AA1,-0.3615746406670908,TCGA-MESO,Mesothelioma,10
DNAJC19,HSP90AB1,-0.2079949979340037,TCGA-MESO,Mesothelioma,10
DNAJC19,HSPA9,0.1057791124461512,TCGA-MESO,Mesothelioma,10
DNAJC19,HSPB1,0.1944208075252365,TCGA-MESO,Mesothelioma,10
DNAJC19,HSPB7,0.1494877648950673,TCGA-MESO,Mesothelioma,10
DNAJC19,HSPB8,0.08120678198872103,TCGA-MESO,Mesothelioma,10
DNAJC19,HSPD1,-0.045774469249419594,TCGA-MESO,Mesothelioma,10
DNAJC19,HSPE1,0.28803297714384823,TCGA-MESO,Mesothelioma,10
DNAJC19,SDHAF1,0.1866190425782158,TCGA-MESO,Mesothelioma,10
DNAJC19,TRAP1,0.2383130163377484,TCGA-MESO,Mesothelioma,10
DNLZ,CCT6A,0.06964632586750867,TCGA-MESO,Mesothelioma,10
DNLZ,CLPX,-0.18961649054306284,TCGA-MESO,Mesothelioma,10
DNLZ,CRYAB,-0.1673977445481914,TCGA-MESO,Mesothelioma,10
DNLZ,DNAJA3,-0.20135088192498912,TCGA-MESO,Mesothelioma,10
DNLZ,DNAJB2,0.17728109286988494,TCGA-MESO,Mesothelioma,10
DNLZ,DNAJB6,0.17343072673576002,TCGA-MESO,Mesothelioma,10
DNLZ,DNAJC15,0.2863776760546462,TCGA-MESO,Mesothelioma,10
DNLZ,DNAJC19,-0.23685082673183272,TCGA-MESO,Mesothelioma,10
DNLZ,DNLZ,1,TCGA-MESO,Mesothelioma,10
DNLZ,GRPEL1,0.2298476181892056,TCGA-MESO,Mesothelioma,10
DNLZ,GRPEL2,0.08351276104378237,TCGA-MESO,Mesothelioma,10
DNLZ,HSCB,0.18024736025877042,TCGA-MESO,Mesothelioma,10
DNLZ,HSP90AA1,-0.019568500439514355,TCGA-MESO,Mesothelioma,10
DNLZ,HSP90AB1,-0.09637949813168574,TCGA-MESO,Mesothelioma,10
DNLZ,HSPA9,-0.2324581289758483,TCGA-MESO,Mesothelioma,10
DNLZ,HSPB1,0.06927093378792586,TCGA-MESO,Mesothelioma,10
DNLZ,HSPB7,-0.16657310625043517,TCGA-MESO,Mesothelioma,10
DNLZ,HSPB8,-0.04692715412932575,TCGA-MESO,Mesothelioma,10
DNLZ,HSPD1,-0.19586429852464268,TCGA-MESO,Mesothelioma,10
DNLZ,HSPE1,0.1422598578825833,TCGA-MESO,Mesothelioma,10
DNLZ,SDHAF1,0.09817255520864025,TCGA-MESO,Mesothelioma,10
DNLZ,TRAP1,-0.1519941631369999,TCGA-MESO,Mesothelioma,10
GRPEL1,CCT6A,0.027734841541644135,TCGA-MESO,Mesothelioma,10
GRPEL1,CLPX,-0.11879750223559334,TCGA-MESO,Mesothelioma,10
GRPEL1,CRYAB,-0.23157556580297808,TCGA-MESO,Mesothelioma,10
GRPEL1,DNAJA3,-0.16106105717473088,TCGA-MESO,Mesothelioma,10
GRPEL1,DNAJB2,-0.030179345353321178,TCGA-MESO,Mesothelioma,10
GRPEL1,DNAJB6,-0.23811911552227508,TCGA-MESO,Mesothelioma,10
GRPEL1,DNAJC15,0.08742770105651664,TCGA-MESO,Mesothelioma,10
GRPEL1,DNAJC19,-0.03085229923628549,TCGA-MESO,Mesothelioma,10
GRPEL1,DNLZ,0.2298476181892056,TCGA-MESO,Mesothelioma,10
GRPEL1,GRPEL1,1,TCGA-MESO,Mesothelioma,10
GRPEL1,GRPEL2,-0.04575250554382574,TCGA-MESO,Mesothelioma,10
GRPEL1,HSCB,0.2093640604060166,TCGA-MESO,Mesothelioma,10
GRPEL1,HSP90AA1,0.11636505710521698,TCGA-MESO,Mesothelioma,10
GRPEL1,HSP90AB1,-0.25005388791310806,TCGA-MESO,Mesothelioma,10
GRPEL1,HSPA9,0.10664005892093442,TCGA-MESO,Mesothelioma,10
GRPEL1,HSPB1,0.026557110352809138,TCGA-MESO,Mesothelioma,10
GRPEL1,HSPB7,-0.252873359500337,TCGA-MESO,Mesothelioma,10
GRPEL1,HSPB8,0.09357452014131681,TCGA-MESO,Mesothelioma,10
GRPEL1,HSPD1,-0.1222380318271045,TCGA-MESO,Mesothelioma,10
GRPEL1,HSPE1,0.1034009217958467,TCGA-MESO,Mesothelioma,10
GRPEL1,SDHAF1,0.13071241481024598,TCGA-MESO,Mesothelioma,10
GRPEL1,TRAP1,-0.2606608688696603,TCGA-MESO,Mesothelioma,10
GRPEL2,CCT6A,0.2349427026224841,TCGA-MESO,Mesothelioma,10
GRPEL2,CLPX,0.06283003625743175,TCGA-MESO,Mesothelioma,10
GRPEL2,CRYAB,-0.025992180771208694,TCGA-MESO,Mesothelioma,10
GRPEL2,DNAJA3,-0.1942060825954524,TCGA-MESO,Mesothelioma,10
GRPEL2,DNAJB2,-0.012996594178381705,TCGA-MESO,Mesothelioma,10
GRPEL2,DNAJB6,0.15918521072719197,TCGA-MESO,Mesothelioma,10
GRPEL2,DNAJC15,0.11797016622994157,TCGA-MESO,Mesothelioma,10
GRPEL2,DNAJC19,-0.3304479488841325,TCGA-MESO,Mesothelioma,10
GRPEL2,DNLZ,0.08351276104378237,TCGA-MESO,Mesothelioma,10
GRPEL2,GRPEL1,-0.04575250554382574,TCGA-MESO,Mesothelioma,10
GRPEL2,GRPEL2,1,TCGA-MESO,Mesothelioma,10
GRPEL2,HSCB,0.29769841150453985,TCGA-MESO,Mesothelioma,10
GRPEL2,HSP90AA1,0.012236829525537668,TCGA-MESO,Mesothelioma,10
GRPEL2,HSP90AB1,0.06679585396969068,TCGA-MESO,Mesothelioma,10
GRPEL2,HSPA9,0.29311755710587484,TCGA-MESO,Mesothelioma,10
GRPEL2,HSPB1,-0.2211628761374091,TCGA-MESO,Mesothelioma,10
GRPEL2,HSPB7,-0.1858538210331872,TCGA-MESO,Mesothelioma,10
GRPEL2,HSPB8,-0.34465612227817893,TCGA-MESO,Mesothelioma,10
GRPEL2,HSPD1,-0.21133159530431464,TCGA-MESO,Mesothelioma,10
GRPEL2,HSPE1,-0.39990198627536794,TCGA-MESO,Mesothelioma,10
GRPEL2,SDHAF1,0.06837402496264958,TCGA-MESO,Mesothelioma,10
GRPEL2,TRAP1,-0.14832609815419748,TCGA-MESO,Mesothelioma,10
HSCB,CCT6A,-0.1494797067342086,TCGA-MESO,Mesothelioma,10
HSCB,CLPX,-0.36633025416040715,TCGA-MESO,Mesothelioma,10
HSCB,CRYAB,0.05435480318100694,TCGA-MESO,Mesothelioma,10
HSCB,DNAJA3,-0.41514411747925783,TCGA-MESO,Mesothelioma,10
HSCB,DNAJB2,0.24897849529801588,TCGA-MESO,Mesothelioma,10
HSCB,DNAJB6,-0.10945691607540912,TCGA-MESO,Mesothelioma,10
HSCB,DNAJC15,0.269377602045311,TCGA-MESO,Mesothelioma,10
HSCB,DNAJC19,-0.04491615682510737,TCGA-MESO,Mesothelioma,10
HSCB,DNLZ,0.18024736025877042,TCGA-MESO,Mesothelioma,10
HSCB,GRPEL1,0.2093640604060166,TCGA-MESO,Mesothelioma,10
HSCB,GRPEL2,0.29769841150453985,TCGA-MESO,Mesothelioma,10
HSCB,HSCB,1,TCGA-MESO,Mesothelioma,10
HSCB,HSP90AA1,-0.051992313568467244,TCGA-MESO,Mesothelioma,10
HSCB,HSP90AB1,-0.19102860907647004,TCGA-MESO,Mesothelioma,10
HSCB,HSPA9,-0.05625334285305046,TCGA-MESO,Mesothelioma,10
HSCB,HSPB1,0.11918426230662224,TCGA-MESO,Mesothelioma,10
HSCB,HSPB7,-0.187970089475101,TCGA-MESO,Mesothelioma,10
HSCB,HSPB8,-0.23544956396777592,TCGA-MESO,Mesothelioma,10
HSCB,HSPD1,-0.319325579595157,TCGA-MESO,Mesothelioma,10
HSCB,HSPE1,0.2625312982246437,TCGA-MESO,Mesothelioma,10
HSCB,SDHAF1,0.44726297572968227,TCGA-MESO,Mesothelioma,10
HSCB,TRAP1,-0.4801334152195659,TCGA-MESO,Mesothelioma,10
HSP90AA1,CCT6A,0.42988745660603755,TCGA-MESO,Mesothelioma,10
HSP90AA1,CLPX,0.08291617808122073,TCGA-MESO,Mesothelioma,10
HSP90AA1,CRYAB,-0.4041371024415981,TCGA-MESO,Mesothelioma,10
HSP90AA1,DNAJA3,0.09142722558142323,TCGA-MESO,Mesothelioma,10
HSP90AA1,DNAJB2,-0.14181264388460102,TCGA-MESO,Mesothelioma,10
HSP90AA1,DNAJB6,0.17218668887577537,TCGA-MESO,Mesothelioma,10
HSP90AA1,DNAJC15,-0.05922813159626761,TCGA-MESO,Mesothelioma,10
HSP90AA1,DNAJC19,-0.3615746406670908,TCGA-MESO,Mesothelioma,10
HSP90AA1,DNLZ,-0.019568500439514355,TCGA-MESO,Mesothelioma,10
HSP90AA1,GRPEL1,0.11636505710521698,TCGA-MESO,Mesothelioma,10
HSP90AA1,GRPEL2,0.012236829525537668,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSCB,-0.051992313568467244,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSP90AA1,1,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSP90AB1,0.32469167918936737,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSPA9,0.1087382272758033,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSPB1,-0.10739070890479828,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSPB7,-0.2774514890523042,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSPB8,-0.08445321751671163,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSPD1,0.2321122024706671,TCGA-MESO,Mesothelioma,10
HSP90AA1,HSPE1,-0.25958420124495624,TCGA-MESO,Mesothelioma,10
HSP90AA1,SDHAF1,-0.2634957173348256,TCGA-MESO,Mesothelioma,10
HSP90AA1,TRAP1,0.021145792779088294,TCGA-MESO,Mesothelioma,10
HSP90AB1,CCT6A,0.4345115879883996,TCGA-MESO,Mesothelioma,10
HSP90AB1,CLPX,0.23786919284002472,TCGA-MESO,Mesothelioma,10
HSP90AB1,CRYAB,-0.09527476511929722,TCGA-MESO,Mesothelioma,10
HSP90AB1,DNAJA3,0.11872988076419053,TCGA-MESO,Mesothelioma,10
HSP90AB1,DNAJB2,-0.13240767292461572,TCGA-MESO,Mesothelioma,10
HSP90AB1,DNAJB6,0.28092825515827546,TCGA-MESO,Mesothelioma,10
HSP90AB1,DNAJC15,-0.03563168382674901,TCGA-MESO,Mesothelioma,10
HSP90AB1,DNAJC19,-0.2079949979340037,TCGA-MESO,Mesothelioma,10
HSP90AB1,DNLZ,-0.09637949813168574,TCGA-MESO,Mesothelioma,10
HSP90AB1,GRPEL1,-0.25005388791310806,TCGA-MESO,Mesothelioma,10
HSP90AB1,GRPEL2,0.06679585396969068,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSCB,-0.19102860907647004,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSP90AA1,0.32469167918936737,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSP90AB1,1,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSPA9,0.12068584666114454,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSPB1,-0.19602834012330672,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSPB7,-0.15374387034060086,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSPB8,-0.14230641963241356,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSPD1,0.20798880080653084,TCGA-MESO,Mesothelioma,10
HSP90AB1,HSPE1,-0.307497437666223,TCGA-MESO,Mesothelioma,10
HSP90AB1,SDHAF1,-0.16878771544835364,TCGA-MESO,Mesothelioma,10
HSP90AB1,TRAP1,0.2612937770436962,TCGA-MESO,Mesothelioma,10
HSPA9,CCT6A,0.2973973286551634,TCGA-MESO,Mesothelioma,10
HSPA9,CLPX,0.2137951921273841,TCGA-MESO,Mesothelioma,10
HSPA9,CRYAB,-0.31424592947573854,TCGA-MESO,Mesothelioma,10
HSPA9,DNAJA3,0.20862706130841463,TCGA-MESO,Mesothelioma,10
HSPA9,DNAJB2,-0.3084637498179365,TCGA-MESO,Mesothelioma,10
HSPA9,DNAJB6,0.010958435610103873,TCGA-MESO,Mesothelioma,10
HSPA9,DNAJC15,-0.13088542834062472,TCGA-MESO,Mesothelioma,10
HSPA9,DNAJC19,0.1057791124461512,TCGA-MESO,Mesothelioma,10
HSPA9,DNLZ,-0.2324581289758483,TCGA-MESO,Mesothelioma,10
HSPA9,GRPEL1,0.10664005892093442,TCGA-MESO,Mesothelioma,10
HSPA9,GRPEL2,0.29311755710587484,TCGA-MESO,Mesothelioma,10
HSPA9,HSCB,-0.05625334285305046,TCGA-MESO,Mesothelioma,10
HSPA9,HSP90AA1,0.1087382272758033,TCGA-MESO,Mesothelioma,10
HSPA9,HSP90AB1,0.12068584666114454,TCGA-MESO,Mesothelioma,10
HSPA9,HSPA9,1,TCGA-MESO,Mesothelioma,10
HSPA9,HSPB1,-0.2369063537136268,TCGA-MESO,Mesothelioma,10
HSPA9,HSPB7,-0.12138130016709933,TCGA-MESO,Mesothelioma,10
HSPA9,HSPB8,-0.10061508690439147,TCGA-MESO,Mesothelioma,10
HSPA9,HSPD1,0.23989298759110694,TCGA-MESO,Mesothelioma,10
HSPA9,HSPE1,-0.24565081649083564,TCGA-MESO,Mesothelioma,10
HSPA9,SDHAF1,-0.19586945875831596,TCGA-MESO,Mesothelioma,10
HSPA9,TRAP1,0.21484531678122737,TCGA-MESO,Mesothelioma,10
HSPB1,CCT6A,-0.2016786157016839,TCGA-MESO,Mesothelioma,10
HSPB1,CLPX,-0.4721158528649736,TCGA-MESO,Mesothelioma,10
HSPB1,CRYAB,0.20710206366828263,TCGA-MESO,Mesothelioma,10
HSPB1,DNAJA3,-0.1651889370152949,TCGA-MESO,Mesothelioma,10
HSPB1,DNAJB2,0.2275405078572081,TCGA-MESO,Mesothelioma,10
HSPB1,DNAJB6,-0.15133996874450864,TCGA-MESO,Mesothelioma,10
HSPB1,DNAJC15,0.007389104474547358,TCGA-MESO,Mesothelioma,10
HSPB1,DNAJC19,0.1944208075252365,TCGA-MESO,Mesothelioma,10
HSPB1,DNLZ,0.06927093378792586,TCGA-MESO,Mesothelioma,10
HSPB1,GRPEL1,0.026557110352809138,TCGA-MESO,Mesothelioma,10
HSPB1,GRPEL2,-0.2211628761374091,TCGA-MESO,Mesothelioma,10
HSPB1,HSCB,0.11918426230662224,TCGA-MESO,Mesothelioma,10
HSPB1,HSP90AA1,-0.10739070890479828,TCGA-MESO,Mesothelioma,10
HSPB1,HSP90AB1,-0.19602834012330672,TCGA-MESO,Mesothelioma,10
HSPB1,HSPA9,-0.2369063537136268,TCGA-MESO,Mesothelioma,10
HSPB1,HSPB1,1,TCGA-MESO,Mesothelioma,10
HSPB1,HSPB7,-0.03440755083736358,TCGA-MESO,Mesothelioma,10
HSPB1,HSPB8,0.10290033528388805,TCGA-MESO,Mesothelioma,10
HSPB1,HSPD1,-0.3917792138175783,TCGA-MESO,Mesothelioma,10
HSPB1,HSPE1,0.40001700172006216,TCGA-MESO,Mesothelioma,10
HSPB1,SDHAF1,0.1844428100840496,TCGA-MESO,Mesothelioma,10
HSPB1,TRAP1,-0.222600254772914,TCGA-MESO,Mesothelioma,10
HSPB7,CCT6A,-0.3481085934309588,TCGA-MESO,Mesothelioma,10
HSPB7,CLPX,0.22300938720178348,TCGA-MESO,Mesothelioma,10
HSPB7,CRYAB,0.3989828321891875,TCGA-MESO,Mesothelioma,10
HSPB7,DNAJA3,-0.05654030533670845,TCGA-MESO,Mesothelioma,10
HSPB7,DNAJB2,0.2402944001088546,TCGA-MESO,Mesothelioma,10
HSPB7,DNAJB6,-0.17373735708396582,TCGA-MESO,Mesothelioma,10
HSPB7,DNAJC15,-0.057027952684119365,TCGA-MESO,Mesothelioma,10
HSPB7,DNAJC19,0.1494877648950673,TCGA-MESO,Mesothelioma,10
HSPB7,DNLZ,-0.16657310625043517,TCGA-MESO,Mesothelioma,10
HSPB7,GRPEL1,-0.252873359500337,TCGA-MESO,Mesothelioma,10
HSPB7,GRPEL2,-0.1858538210331872,TCGA-MESO,Mesothelioma,10
HSPB7,HSCB,-0.187970089475101,TCGA-MESO,Mesothelioma,10
HSPB7,HSP90AA1,-0.2774514890523042,TCGA-MESO,Mesothelioma,10
HSPB7,HSP90AB1,-0.15374387034060086,TCGA-MESO,Mesothelioma,10
HSPB7,HSPA9,-0.12138130016709933,TCGA-MESO,Mesothelioma,10
HSPB7,HSPB1,-0.03440755083736358,TCGA-MESO,Mesothelioma,10
HSPB7,HSPB7,1,TCGA-MESO,Mesothelioma,10
HSPB7,HSPB8,0.23832853512507748,TCGA-MESO,Mesothelioma,10
HSPB7,HSPD1,-0.11384938604185563,TCGA-MESO,Mesothelioma,10
HSPB7,HSPE1,-0.12223964180055333,TCGA-MESO,Mesothelioma,10
HSPB7,SDHAF1,0.07557635400294108,TCGA-MESO,Mesothelioma,10
HSPB7,TRAP1,-0.0345199815279963,TCGA-MESO,Mesothelioma,10
HSPB8,CCT6A,-0.1997000397888862,TCGA-MESO,Mesothelioma,10
